설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치년월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	위도	경도	데이터기준일자
성안동주민센터	민원실	울산광역시	중구	관공서	LGU	Public WiFi FREE		울산광역시 중구 백양로 34	울산광역시 중구 성안동 851-15	울산광역시 중구청	052-290-3200	35.574124	129.310587	2016-08-31
중앙동이동민원실	민원실	울산광역시	중구	관공서	LGU	Public WiFi FREE		울산광역시 중구 새즈믄해거리 37	울산광역시 중구 성남동 71-5	울산광역시 중구청	052-290-3200	35.55664	129.32016	2016-08-31
구역전시장	아케이드 내	울산광역시	중구	기타	LGU	Public WiFi FREE		울산광역시 중구 구역전길 26	울산광역시 중구 학성동 433-10	울산광역시 중구청	052-290-3200	35.557492	129.328487	2016-08-31
선우시장	아케이드 내	울산광역시	중구	기타	LGU	Public WiFi FREE		울산광역시 중구 곽남5길 21	울산광역시 중구 남외동 389-6	울산광역시 중구청	052-290-3200	35.571008	129.341782	2016-08-31
태화시장	아케이드 내	울산광역시	중구	기타	LGU	Public WiFi FREE		"울산광역시 중구 화진 4,5길"	울산광역시 중구 태화동 23-7	울산광역시 중구청	052-290-3200	35.556038	129.30773	2016-08-31
서동시장	아케이드 내	울산광역시	중구	기타	LGU	Public WiFi FREE		울산광역시 중구 동천2길 13	울산광역시 중구 서동 39-4	울산광역시 중구청	052-290-3200	35.581684	129.346558	2016-08-31
학성새벽시장	아케이드 내	울산광역시	중구	기타	LGU	Public WiFi FREE		울산광역시 중구 새벽시장3길 24-2	울산광역시 중구 학성동 364-7	울산광역시 중구청	052-290-3200	35.556615	129.333548	2016-08-31
신울산종합시장	아케이드 내	울산광역시	중구	기타	LGU	Public WiFi FREE		울산광역시 중구 서원6길 11	울산광역시 중구 반구동 100-1	울산광역시 중구청	052-290-3200	35.561216	129.337256	2016-08-31
보세거리상가	아케이드 내	울산광역시	중구	기타	LGU	Public WiFi FREE		울산광역시 중구 중앙길 119	울산광역시 중구 성남동 87-5	울산광역시 중구청	052-290-3200	35.555898	129.320068	2016-08-31
산전공동이용시설	건물 벽부	울산광역시	중구	서민·복지시설	LGU	Public WiFi FREE		울산광역시 중구 산전길 61	울산광역시 중구 동동 385	울산광역시 중구청	052-290-3200	35.574061	129.350134	2016-08-31
종합사회복지관	복도	울산광역시	중구	서민·복지시설	LGU	Public WiFi FREE		울산광역시 중구 남외로 88	울산광역시 중구 남외동 475-5	울산광역시 중구청	052-290-3200	35.568124	129.345891	2016-08-31
구역전시장	아케이드 내	울산광역시	중구	기타	LGU	Public WiFi FREE		울산광역시 중구 구역전길 8	울산광역시 중구 학산동 61-9	울산광역시 중구청	052-290-3200	35.5559093	129.3279529	2016-08-31
물푸레	복도	울산광역시	중구	서민·복지시설	LGU	Public WiFi FREE		울산광역시 중구 성안10길 16	울산광역시 중구 성안동 489-3	울산광역시 중구청	052-290-3200	35.5778146	129.320146	2016-08-31
어깨동무지역아동센터	복도	울산광역시	중구	서민·복지시설	LGU	Public WiFi FREE		울산광역시 중구 병영성4길 36-3 2층	울산광역시 중구 남외동 8-9	울산광역시 중구청	052-290-3200	35.5752742	129.3419092	2016-08-31
보리수마을	복도	울산광역시	중구	서민·복지시설	LGU	Public WiFi FREE		울산광역시 중구 함월2길 39	울산광역시 중구 성안동 867-4	울산광역시 중구청	052-290-3200	35.57334	129.3063854	2016-08-31
성남프라자	복도	울산광역시	중구	기타	LGU	Public WiFi FREE		울산광역시 중구 중앙3길 6	울산광역시 중구 성남동 190-239	울산광역시 중구청	052-290-3200	35.5545103	129.3175359	2016-08-31
신나는아동쉼터	복도	울산광역시	중구	서민·복지시설	LGU	Public WiFi FREE		울산광역시 중구 성안3길 21	울산광역시 중구 성안동 399-7	울산광역시 중구청	052-290-3200	35.5748537	129.3168661	2016-08-31
안단테	복도	울산광역시	중구	서민·복지시설	LGU	Public WiFi FREE		울산광역시 중구 성안10길 16	울산광역시 중구 성안동 489-3	울산광역시 중구청	052-290-3200	35.5778146	129.320146	2016-08-31
여성긴급전화1366	복도	울산광역시	중구	서민·복지시설	LGU	Public WiFi FREE		울산광역시 중구 중앙길 162 3층	울산광역시 중구 옥교동 231-4	울산광역시 중구청	052-290-3200	35.5562231	129.3223683	2016-08-31
역전시장	아케이드 내	울산광역시	중구	기타	LGU	Public WiFi FREE		울산광역시 중구 구역전길 14	울산광역시 중구 학성동 436-20	울산광역시 중구청	052-290-3200	35.5561541	129.3284797	2016-08-31
예랑복지재단	복도	울산광역시	중구	서민·복지시설	LGU	Public WiFi FREE		울산광역시 중구 산전길 131	울산광역시 중구 동동 96-2	울산광역시 중구청	052-290-3200	35.5782527	129.3487935	2016-08-31
우정시장	아케이드 내	울산광역시	중구	기타	LGU	Public WiFi FREE		울산광역시 중구 당산5길 10	울산광역시 중구 우정동 285-1	울산광역시 중구청	052-290-3200	35.5545331	129.3100727	2016-08-31
울산중구지역자활센터	복도	울산광역시	중구	서민·복지시설	LGU	Public WiFi FREE		울산광역시 중구 화합로 305	울산광역시 중구 학성동 78-6	울산광역시 중구청	052-290-3200	35.553419	129.3405004	2016-08-31
젊음의거리	아케이드 내	울산광역시	중구	기타	LGU	Public WiFi FREE		울산광역시 중구 젊음의거리 29 일원	울산광역시 중구 성남동 191-27	울산광역시 중구청	052-290-3200	35.5539843	129.3203219	2016-08-31
태화십리대밭 먹거리단지	태화강대공원자전거대기소	울산광역시	중구	기타	LGU	Public WiFi FREE		울산광역시 중구 일중로 2	울산광역시 중구 태화동 773-1	울산광역시 중구청	052-290-3200	35.5531115	129.2837838	2016-08-31
학성종합시장	복도	울산광역시	중구	기타	LGU	Public WiFi FREE		울산광역시 중구 새치로 28	울산광역시 중구 학성동 467-1	울산광역시 중구청	052-290-3200	35.5544211	129.3320577	2016-08-31
민원실(대기실 포함)	민원실	울산광역시	중구	관공서	LGU	Public WiFi FREE		울산광역시 중구 단장골길 1	울산광역시 중구 복산동 180-1	울산광역시 중구청	052-290-3200	35.5694338	129.3328875	2016-08-31
태장시장	시장 내	강원도	원주시	서민·복지시설	LGU	Public WiFi Free	Nov-13	강원도 원주시 북원상가길 13	강원도 원주시 태장2동 1379-23	강원도 원주시청	033-737-2571	37.384284	127.948826	2016-09-15
증평군청	복도 천장	충청북도	증평군	관공서	LGU			충청북도 증평군 증평읍 광장로 88	충청북도 증평군 증평읍 창동리 100	충청북도 증평군청	043-835-3243	36.785068	127.581027	2015-08-31
보건소	복도 천장	충청북도	증평군	관공서	LGU			충청북도 증평군 증평읍 보건복지로 64-1	충청북도 증평군 증평읍 내성리 67-2	충청북도 증평군청	043-835-3243	36.774525	127.586624	2015-08-31
도안면사무소	사무실 내부 천장	충청북도	증평군	관공서	LGU			충청북도 증평군 도안면 문화마을길 10	충청북도 증평군 도안면 화성리 161-1	충청북도 증평군청	043-835-3243	36.813319	127.612873	2015-08-31
도안보건지소	사무실 내부 천장	충청북도	증평군	관공서	LGU			충청북도 증평군 도안면 화성로 65	충청북도 증평군 도안면 화성리 142-1	충청북도 증평군청	043-835-3243	36.813596	127.613304	2015-08-31
여성회관	복도 천장	충청북도	증평군	서민·복지시설	LGU			충청북도 증평군 증평읍 문화로 72	충청북도 증평군 증평읍 증천리 18	충청북도 증평군청	043-835-3243	36.785628	127.590865	2015-08-31
다문화가족지원센터	복도 천장	충청북도	증평군	서민·복지시설	LGU			충청북도 증평군 증평읍 문화로 75	충청북도 증평군 증평읍 장동리 785	충청북도 증평군청	043-835-3243	36.786489	127.590079	2015-08-31
자신보육원	보육원 내	강원도	원주시	서민·복지시설	LGU	Public WiFi Free	Nov-13	강원도 원주시 육판길 1	강원도 원주시 태장1동 729-3	강원도 원주시청	033-737-2571	37.356203	127.956664	2016-09-15
원주아동센터	센터 내	강원도	원주시	서민·복지시설	LGU	Public WiFi Free	Nov-13	강원도 원주시 태장둔치길 149	강원도 원주시 태장2동 1321-1	강원도 원주시청	033-737-2571	37.385171	127.963711	2016-09-15
굿네이버스아동복지센터	센터 내	강원도	원주시	서민·복지시설	LGU	Public WiFi Free	Nov-13	강원도 원주시 도매촌길 54	강원도 원주시 판부면 서곡리 773-1	강원도 원주시청	033-737-2571	37.304501	127.927191	2016-09-15
꿈꾸는나무단기보호소	보호소 내	강원도	원주시	서민·복지시설	LGU	Public WiFi Free	Nov-13	강원도 원주시 치악로1534번길 14-3	강원도 원주시 단구동 1473-4	강원도 원주시청	033-737-2571	37.321424	127.96652	2016-09-15
원주시노인복지관	원주시노인복지관	강원도	원주시	서민·복지시설	LGU	Public WiFi Free	Nov-13	강원도 원주시 동부순환로 9-6	강원도 원주시 단구동 1486-14	강원도 원주시청	033-737-2571	37.318523	127.969376	2016-09-15
도동버스터미널	도동버스터미널	경상북도	울릉군	교통시설	LGU	public wifi free	Aug-15	경상북도 울릉군 울릉읍 도동길 63	경상북도 울릉군 울릉읍 도동리 128	경상북도 울릉군청	054-790-6301	37.482989	130.907528	2015-10-07
서면사무소 태하출장소	서면사무소 태하출장소안	경상북도	울릉군	관공서	LGU	public wifi free	Aug-15	경상북도 울릉군 서면 태하1길 37-2	경상북도 울릉군 서면 태하리 537	경상북도 울릉군청	054-790-6301	37.512392	130.800994	2015-10-07
울릉군노인복지관	울릉군노인복지관1층	경상북도	울릉군	복지시설	LGU	public wifi free	Aug-15	경상북도 울릉군 울릉읍 저동1길 21-20	경상북도 울릉군 울릉읍 저동리 57-7	경상북도 울릉군청	054-790-6301	37.495811	130.908869	2015-10-07
저동버스터미널	저동버스터미널	경상북도	울릉군	교통시설	LGU	public wifi free	Aug-15	경상북도 울릉군 울릉읍 울릉순환로214	경상북도 울릉군 울릉읍 도동리 306-2	경상북도 울릉군청	054-790-6301	37.492309	130.910001	2015-10-07
저동여객선터미널	저동여객선터미널	경상북도	울릉군	교통시설	LGU	public wifi free	Aug-15	경상북도 울릉군 울릉읍 울릉순환로 171	경상북도 울릉군 울릉읍 저동리 48-7	경상북도 울릉군청	054-790-6301	37.495541	130.909704	2015-10-07
천부버스터미널	천부버스터미널	경상북도	울릉군	교통시설	LGU	public wifi free	Aug-15	경상북도 울릉군 북면 울릉순환로 3140	경상북도 울릉군 북면 천부리 718-52	경상북도 울릉군청	054-790-6301	37.541228	130.873119	2015-10-07
저동수협어판장	저동수협어판장내	경상북도	울릉군	기타	LGU	public wifi free	Nov-13		경상북도 울릉군 울릉읍 저동리 5	경상북도 울릉군청	054-790-6301	37.492827	130.910303	2015-10-07
울릉보건의료원	울릉보건의료원	경상북도	울릉군	관공서	LGU	public wifi free	Nov-13	경상북도 울릉군 울릉읍 울릉순환로 396-18	경상북도 울릉군 울릉읍 도동리 571-24	경상북도 울릉군청	054-790-6301	37.485833	130.899628	2015-10-07
울릉군청소년센터	울릉군청소년센터	경상북도	울릉군	복지시설	LGU	public wifi free	Nov-13	경상북도 울릉군 울릉읍 울릉순환로 286	경상북도 울릉군 울릉읍 도동리 408	경상북도 울릉군청	054-790-6301	37.490414	130.904556	2015-10-07
장애인심부름센터	장애인심부름센터1층	경상북도	울릉군	복지시설	LGU	public wifi free	Nov-13	경상북도 울릉군 울릉읍 도동길 253-6	경상북도 울릉군 울릉읍 도동리 594-10	경상북도 울릉군청	054-790-6301	37.484193	130.898109	2015-10-07
북면보건지소	북면보건지소내	경상북도	울릉군	관공서	LGU	public wifi free	Nov-13	경상북도 울릉군 북면 천부1길 19-33	경상북도 울릉군 북면 천부리 509-17	경상북도 울릉군청	054-790-6301	37.541581	130.8741983	2015-10-07
현포보건진료소	현포보건진료소내	경상북도	울릉군	관공서	LGU	public wifi free	Nov-13	경상북도 울릉군 북면 울릉순환로 2624-21	경상북도 울릉군 북면 현포리 527-33	경상북도 울릉군청	054-790-6301	37.525387	130.825345	2015-10-07
서면보건지소	서면보건지소내	경상북도	울릉군	관공서	LGU	public wifi free	Nov-13	경상북도 울릉군 서면 남양1길 30	경상북도 울릉군 서면 남양리 614-19	경상북도 울릉군청	054-790-6301	37.467358	130.838025	2015-10-07
섬초롱도서관	섬초롱도서관내	경상북도	울릉군	교육시설	LGU	public wifi free	Nov-13	경상북도 울릉군 울릉읍 약수터길 40	경상북도 울릉군 울릉읍 도동리 175-3	경상북도 울릉군청	054-790-6301	37.483478	130.902725	2015-10-07
저동보건진료소	저동보건진료소내	경상북도	울릉군	관공서	LGU	public wifi free	Nov-13	경상북도 울릉군 울릉읍 저동1길 24	경상북도 울릉군 울릉읍 저동리 66	경상북도 울릉군청	054-790-6301	37.496453	130.908266	2015-10-07
울릉학생체육관	울릉학생체육관내	경상북도	울릉군	편의시설	LGU	public wifi free	Nov-13	경상북도 울릉군 울릉읍 도동4길 8	경상북도 울릉군 울릉읍 도동리 160-3	경상북도 울릉군청	054-790-6301	37.483761	130.904617	2015-10-07
울릉교육지원청	울릉교육지원청내	경상북도	울릉군	교육시설	LGU	public wifi free	Nov-13	경상북도 울릉군 울릉읍 약수터길 40	경상북도 울릉군 울릉읍 도동리 175-3	경상북도 울릉군청	054-790-6301	37.483462	130.902732	2015-10-07
도동여객선터미널	도동여객선터미널안	경상북도	울릉군	교통시설	LGU	public wifi free	Nov-14	경상북도 울릉군 울릉읍 도동길14	경상북도 울릉군 울릉읍 도동리 23	경상북도 울릉군청	054-790-6301	37.481521	130.909627	2015-10-07
사동여객선터미널	사동여객선터미널안	경상북도	울릉군	교통시설	LGU	public wifi free	Nov-14	경상북도 울릉군 울릉읍 울릉순환로 785-25	경상북도 울릉군 울릉읍 사동리 946	경상북도 울릉군청	054-790-6301	37.459005	130.876501	2015-10-07
울릉군청	울릉군청 민원실	경상북도	울릉군	관공서	LGU	public wifi free	Nov-14	경상북도 울릉군 울릉읍 도동2길 66	경상북도 울릉군 울릉읍 도동리 206-1	경상북도 울릉군청	054-790-6301	37.484423	130.905874	2015-10-07
울릉읍사무소	울릉읍사무소 민원실	경상북도	울릉군	관공서	LGU	public wifi free	Nov-14	경상북도 울릉군 울릉읍 도동길 158	경상북도 울릉군 울릉읍 도동리 251-2	경상북도 울릉군청	054-790-6301	37.484528	130.903981	2015-10-07
서면사무소	서면사무소 민원실	경상북도	울릉군	관공서	LGU	public wifi free	Nov-14	경상북도 울릉군 서면 남양4길 31	경상북도 울릉군 서면 남양리 659-2	경상북도 울릉군청	054-790-6301	37.467684	130.838141	2015-10-07
북면사무소	북면사무소 민원실	경상북도	울릉군	관공서	LGU	public wifi free	Nov-14	경상북도 울릉군 북면 천부2길 15	경상북도 울릉군 북면 천부리 529-8	경상북도 울릉군청	054-790-6301	37.541021	130.874596	2015-10-07
태하보건지소	태하보건지소내	경상북도	울릉군	관공서	LGU	public wifi free	Nov-14	경상북도 울릉군 서면 태하길 226-3	경상북도 울릉군 서면 태하리 658	경상북도 울릉군청	054-790-6301	37.512211	130.798931	2015-10-07
대학로1	공간어울 앞 방범CCTV	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 대학로 120		서울특별시청	02-2133-2864	37.581795	127.002115	2015-09-01
대학로1	공간어울 앞 방범CCTV	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 대학로 120		서울특별시청	02-2133-2864	37.581795	127.002115	2015-09-01
대학로1	서울연극센터앞 방범CCTV	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 대학로 135		서울특별시청	02-2133-2864	37.583363	127.001598	2015-09-01
세종문화회관1	"세종문화회관입구기둥 (광화문광장, KT사옥 방향)"	서울특별시	종로구	지역문화시설	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 세종대로 175		서울특별시청	02-2133-2864	37.572239	126.975914	2015-09-01
세종문화회관1	세종문화회관 세종아트홀입구 꽃집기둥 (세종문화회관공원방향)	서울특별시	종로구	지역문화시설	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 세종대로 175		서울특별시청	02-2133-2864	37.572219	126.97555	2015-09-01
청계천1	유림낙지앞 방범CCTV	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 종로구 청계천로 17		서울특별시청	02-2133-2864	37.569321	126.979425	2015-09-01
청계천1	유림낙지앞 방범CCTV	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 청계천로 17		서울특별시청	02-2133-2864	37.569323	126.979419	2015-09-01
청계천1	웨스턴바 앞 방범CCTV	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 청계천로 61		서울특별시청	02-2133-2864	37.568835	126.984353	2015-09-01
청계천1	웨스턴바 앞 방범CCTV	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 청계천로 61		서울특별시청	02-2133-2864	37.56884	126.984353	2015-09-01
청계천1	피자헛 앞 방범CCTV	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 청계천로 73		서울특별시청	02-2133-2864	37.568554	126.98585	2015-09-01
청계천1	피자헛 앞 방범CCTV	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 청계천로 75		서울특별시청	02-2133-2864	37.568546	126.985847	2015-09-01
대학로2	혜화역 4번 출구 앞 방범CCTV	서울특별시	종로구	기타	LGU	Seoul WiFi	Jun-16	서울특별시 종로구 대명길 4		서울특별시청	02-2133-2864	37.583685	127.001306	2015-09-01
대학로2	혜화역 4번 출구 앞 방범CCTV	서울특별시	종로구	기타	LGU	Seoul WiFi	Jun-16	서울특별시 종로구 대명길 4		서울특별시청	02-2133-2864	37.583685	127.001306	2015-09-01
대학로2	마로니에공원 입구 방범CCTV	서울특별시	종로구	기타	LGU	Seoul WiFi	Jun-16	서울특별시 종로구 대학로 104		서울특별시청	02-2133-2864	37.57999	127.002355	2015-09-01
대학로2	마로니에공원 입구 방범CCTV	서울특별시	종로구	기타	LGU	Seoul WiFi	Jun-16	서울특별시 종로구 대학로 104		서울특별시청	02-2133-2864	37.57999	127.002355	2015-09-01
인사동거리2	인사동길 24 인사동 사거리 방범CCTV1(1) (한국관광기념품점 CCTV)	서울특별시	종로구	기타	LGU	Seoul WiFi	Jun-16	서울특별시 종로구 인사동길 23-1		서울특별시청	02-2133-2864	37.572911	126.986193	2015-09-01
인사동거리2	인사동길 24 인사동 사거리 방범CCTV1(2) (한국관광기념품점 CCTV)	서울특별시	종로구	기타	LGU	Seoul WiFi	Jun-16	서울특별시 종로구 인사동길 24		서울특별시청	02-2133-2864	37.57299	126.986377	2015-09-01
인사동거리2	인사동길 24 인사동 사거리 방범CCTV2 (한국관광기념품점 CCTV)(낙원떡집향)	서울특별시	종로구	기타	LGU	Seoul WiFi	Jun-16	서울특별시 종로구 인사동길 25		서울특별시청	02-2133-2864	37.572993	126.986376	2015-09-01
종로거리	종로2가 8-4 장안빌딩 1동 1호 (종각방향)	서울특별시	종로구	기타	LGU	Seoul WiFi	Jun-16	서울특별시 종로구 종로 99		서울특별시청	02-2133-2864	37.570355	126.984609	2015-09-01
종로거리	종로2가 8-4 장안빌딩 1동 1호 (탑골공원방향)	서울특별시	종로구	기타	LGU	Seoul WiFi	Jun-16	서울특별시 종로구 종로 65		서울특별시청	02-2133-2864	37.570352	126.984626	2015-09-01
종묘공원(관리소 옥상)	종묘공원 관리사무소 옥상	서울특별시	종로구	관공서	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 종로 157		서울특별시청	02-2133-2864	37.571223	126.994034	2015-09-01
종묘공원(관리소 옥상)	종묘공원 관리사무소 옥상	서울특별시	종로구	관공서	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 종로 157		서울특별시청	02-2133-2864	37.571223	126.994034	2015-09-01
종묘공원(관리소 옥상)	종묘공원 관리사무소 옥상	서울특별시	종로구	관공서	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 종로 157		서울특별시청	02-2133-2864	37.571223	126.994034	2015-09-01
대학로2	아르코예술극장 인근	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 대학로 104		서울특별시청	02-2133-2864	37.58032	127.002768	2015-09-01
대학로2	대학로8가길 129 아르코예술극장 앞 CCTV(2)	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 대학로8가길 129		서울특별시청	02-2133-2864	37.58081	127.003324	2015-09-01
대학로2	대학로8가길 129 아르코예술극장 앞 CCTV(3)	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 대학로8가길 129		서울특별시청	02-2133-2864	37.580821	127.003329	2015-09-01
대학로2	대학로 93 서울대병원 함춘회관 앞 거리 신호등(1)	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 대학로 104		서울특별시청	02-2133-2864	37.579677	127.001957	2015-09-01
대학로2	대학로 93 서울대병원 함춘회관 앞 거리 신호등(2)	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 대학로 93		서울특별시청	02-2133-2864	37.579659	127.001922	2015-09-01
대학로2	낙산공원전시장 옥상	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 낙산길 54		서울특별시청	02-2133-2864	37.580182	127.007155	2015-09-01
대학로2	낙산공원전시장 옥상	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 낙산길 54		서울특별시청	02-2133-2864	37.580182	127.007155	2015-09-01
삼청동 카페골목	북촌로5나길 83-1(1) (돌계단 끝 건물 옥상)	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 북촌로5나길 83-2		서울특별시청	02-2133-2864	37.584318	126.982677	2015-09-01
삼청동 카페골목	북촌로5나길 83-1(2) (돌계단 끝 건물 옥상)	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 북촌로5나길 83-2		서울특별시청	02-2133-2864	37.584318	126.982677	2015-09-01
삼청동 카페골목	카페골목 부근	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 삼청로 99		서울특별시청	02-2133-2864	37.584317	126.981928	2015-09-01
삼청동 카페골목	카페골목 부근	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 삼청로 99		서울특별시청	02-2133-2864	37.584317	126.981928	2015-09-01
서울역사박물관	신문로 2가 역사박물관 앞 광장 1 (박물관옥상) (광화문방향)	서울특별시	종로구	지역문화시설	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 새문안로 55		서울특별시청	02-2133-2864	37.570153	126.970674	2015-09-01
서울역사박물관	신문로 2가 역사박물관 앞 광장 2 (박물관옥상) (서대문방향)	서울특별시	종로구	지역문화시설	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 새문안로 55		서울특별시청	02-2133-2864	37.570164	126.970651	2015-09-01
서울역사박물관	LG광화문사옥 옥상	서울특별시	종로구	지역문화시설	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 새문안로 45		서울특별시청	02-2133-2864	37.571416	126.968044	2015-09-01
대학로3	동숭동 28 -1 동숭A3A4 (서울대병원 함춘회관 옥탑)	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 대학로 95		서울특별시청	02-2133-2864	37.579877	127.001832	2015-09-01
대학로3	대학로10길 20 동숭 (할리스후버빌딩 옥탑)	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 대학로10길 20		서울특별시청	02-2133-2864	37.581674	127.003265	2015-09-01
대학로3	동숭동 86번지(방통대 역사관 옆 벤치)	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 대학로 86		서울특별시청	02-2133-2864	37.578791	127.002817	2015-09-01
대학로3	동숭동 86번지(방통대 DMC관 옥상)	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 대학로 86		서울특별시청	02-2133-2864	37.578903	127.003214	2015-09-01
대학로3	혜화동 185 중원빌딩 동숭G3G5(중원빌딩 옥탑우측)	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 대학로 144		서울특별시청	02-2133-2864	37.583981	127.001941	2015-09-01
대학로3	혜화동 185번지 중원빌딩 G3G5호(중원빌딩 옥탑우측)	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 대학로 144		서울특별시청	02-2133-2864	37.583981	127.001941	2015-09-01
동대문역	"(4,5번출구)창신동 510 삼영빌딩 창신A21L0(창신A21L0 옥상)"	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 종로 308-1		서울특별시청	02-2133-2864	37.571781	127.012082	2015-09-01
동대문역	"(4,5번출구)창신동 510 삼영빌딩 창신A21L0"	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 종로 308-1		서울특별시청	02-2133-2864	37.571781	127.012082	2015-09-01
세종문화회관2	세종로 81 -3 세종문화회관 4층 (세종문화회관 옥상 국기계양대 뒤쪽)	서울특별시	종로구	지역문화시설	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 세종대로 175		서울특별시청	02-2133-2864	37.57204	126.97644	2015-09-01
세종문화회관2	세종로 81 -3 세종문화회관 3층	서울특별시	종로구	지역문화시설	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 세종대로 175		서울특별시청	02-2133-2864	37.572045	126.97644	2015-09-01
시민열린마당	세종대로 198(중학동 111) (명동칼국수 옥상)	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 종로1길 55		서울특별시청	02-2133-2864	37.5753	126.978877	2015-09-01
인사동거리3	인사동길 23 (경일문화가게앞 CCTV)	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 인사동길 23		서울특별시청	02-2133-2864	37.572789	126.986279	2015-09-01
인사동거리3	인사동길 23 (경일문화가게앞 CCTV)	서울특별시	종로구	기타	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 인사동길 23		서울특별시청	02-2133-2864	37.572789	126.986279	2015-09-01
종묘공원(관리소 폴대)	훈정동 1-2번지(종묘공원 관리소 옆 Pole)	서울특별시	종로구	관공서	LGU	Seoul WiFi	Dec-16	서울특별시 종로구 종로 157		서울특별시청	02-2133-2864	37.571299	126.994033	2015-09-01
창신2동주민센터	창신길 62	서울특별시	종로구	관공서	LGU	Public WiFi	Dec-16	서울특별시 종로구 창신길 62		서울특별시청	02-2133-2864	37.574478	127.010872	2015-09-01
창신2동주민센터	창신길 62	서울특별시	종로구	관공서	LGU	Public WiFi	Dec-16	서울특별시 종로구 창신길 62		서울특별시청	02-2133-2864	37.574478	127.010872	2015-09-01
창신3동주민센터	지봉로 87	서울특별시	종로구	관공서	LGU	Public WiFi	Dec-16	서울특별시 종로구 지봉로 87		서울특별시청	02-2133-2864	37.577935	127.015102	2015-09-01
창신3동주민센터	지봉로 87	서울특별시	종로구	관공서	LGU	Public WiFi	Dec-16	서울특별시 종로구 지봉로 87		서울특별시청	02-2133-2864	37.577935	127.015102	2015-09-01
남평읍	전라남도 나주시 남평읍사무소	전라남도	나주시	무료와이파이	LGU	Public-WiFi	Dec-14	전라남도 나주시 남평2로 42-7	전라남도 나주시 남평리 23-13	전라남도 나주시 남평읍사무소	061-339-3503	35.0471283	126.8391667	2015-09-15
세지면	전라남도 나주시 세지면사무소	전라남도	나주시	무료와이파이	LGU	Public-WiFi	Dec-14	전라남도 나주시 동창로 130-12	전라남도 나주시 오봉리 184	전라남도 나주시 세지면사무소	061-339-3609	34.919751	126.7494168	2015-09-15
