설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치년월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	위도	경도	데이터기준일자
봉계보건진료소	지상1층사무실내천정	경상남도	사천시	관공서	SKT	Public_Wifi_free	Feb-16	경상남도 사천시  곤명면 봉계길 64	경상남도 사천시 곤명면 봉계리 155	경상남도 사천시청	055-831-2316	35.1082611	127.9379436	2016-08-31
은사보건진료소	지상1층사무실내천정	경상남도	사천시	관공서	SKT	Public_Wifi_free	Feb-16	경상남도 사천시  곤명면 은사길 16	경상남도 사천시 곤명면 은사리 34-7	경상남도 사천시청	055-831-2316	35.1301768	127.9131492	2016-08-31
금진보건진료소	지상1층사무실내천정	경상남도	사천시	관공서	SKT	Public_Wifi_free	Feb-16	경상남도 사천시 서포면 구송로 407	경상남도 사천시 서포면 금진리 275-5	경상남도 사천시청	055-831-2316	35.0238049	127.9417463	2016-08-31
비토보건진료소	지상1층사무실내천정	경상남도	사천시	관공서	SKT	Public_Wifi_free	Feb-16	경상남도 사천시 서포면 비토로 312	경상남도 사천시 서포면 비토리 151-8	경상남도 사천시청	055-831-2316	34.9750542	127.9729174	2016-08-31
지정면사무소	민원실	강원도	원주시	관공서	SKT	Public WiFi Free	Nov-15	강원도 원주시 간현로 126		강원도 원주시청	033-737-2571	37.36215	127.84018	2016-09-15
사천시자원봉사센터	1F 출입구 부착	경상남도	사천시	서민·복지시설	SKT	Public_Wifi_free	Apr-16	경상남도 사천시 동금 5길 15	경상남도 사천시 동금동 60-9	경상남도 사천시청	055-831-2316	34.9333507	128.0820601	2016-08-31
벌리주공복지관	1층 관리실앞 복도천정	경상남도	사천시	서민·복지시설	SKT	Public_Wifi_free	Apr-16	경상남도 사천시 주공1길 50	경상남도 사천시 벌리동 259	경상남도 사천시청	055-831-2316	34.9399401	128.0881258	2016-08-31
신애원	A동 1F 동그라미도서관 앞천정	경상남도	사천시	서민·복지시설	SKT	Public_Wifi_free	Apr-16	경상남도 사천시 사천읍 구암1길 20-16	경상남도 사천시 사천읍 구암리 473	경상남도 사천시청	055-831-2316	35.0878404	128.117825	2016-08-31
사천시수화통역센터	본관1층	경상남도	사천시	서민·복지시설	SKT	Public_Wifi_free	Apr-16	"경상남도 사천시 노대길 178(1층, 2층)"	경상남도 사천시  노룡동 624-1	경상남도 사천시청	055-831-2316	34.9837663	128.0502769	2016-08-31
곤명복지회관	2층 도서관입구 천정	경상남도	사천시	서민·복지시설	SKT	Public_Wifi_free	Apr-16	경상남도 사천시 곤명면 완사3길 4	경상남도 사천시 곤명면 정곡리 840-1	경상남도 사천시청	055-831-2316	35.1316649	127.9754005	2016-08-31
서포복지회관	1층 입구옆 천정	경상남도	사천시	서민·복지시설	SKT	Public_Wifi_free	Apr-16	경상남도 사천시 서포면 서포로 299	경상남도 사천시 서포면 구평리 924-2	경상남도 사천시청	055-831-2316	35.008804	127.9747673	2016-08-31
종합장사시설 누리원	1층 식당앞 천정	경상남도	사천시	서민·복지시설	SKT	Public_Wifi_free	Apr-16	경상남도 사천시 해안관광로 208-66	경상남도 사천시 송포동 1430-1	경상남도 사천시청	055-831-2316	34.9550481	128.0387364	2016-08-31
귀래면사무소	민원실	강원도	원주시	관공서	SKT	Public WiFi Free	Nov-15	강원도 원주시 북원로 106		강원도 원주시청	033-737-2571	37.17003	127.88483	2016-09-15
사천문화원	2F 사무실 앞	경상남도	사천시	서민·복지시설	SKT	Public_Wifi_free	Apr-16	경상남도 사천시 문선 4길 21	경상남도 사천시 벌리동 427-15	경상남도 사천시청	055-831-2316	34.9354913	128.0819411	2016-08-31
사천문화원 곤양분교	1F 수강실 천정	경상남도	사천시	서민·복지시설	SKT	Public_Wifi_free	Apr-16	경상남도 사천시 곤양면 남산로 26	경상남도 사천시 남문외리 147-34	경상남도 사천시청	055-831-2316	35.0544205	127.9594905	2016-08-31
다맥어촌 복지회관	1층 입구옆 천정	경상남도	사천시	서민·복지시설	SKT	Public_Wifi_free	Apr-16	경상남도 사천시 서포면 다평로 2	경상남도 사천시 서포면 다평리 1287	경상남도 사천시청	055-831-2316	34.9798743	127.9434916	2016-08-31
대한노인회사천시지회	1F 탁노실(여)앞	경상남도	사천시	서민·복지시설	SKT	Public_Wifi_free	Apr-16	경상남도 사천시 정동면 동문로 14-10	경상남도 사천시 정동면 화암리 755	경상남도 사천시청	055-831-2316	35.0795563	128.0981439	2016-08-31
정신건강증진센터	1F 사무실 천정	경상남도	사천시	서민·복지시설	SKT	Public_Wifi_free	Apr-16	경상남도 사천시 용현면 진삼로 639	경상남도 사천시 용현면 송지리 228-1	경상남도 사천시청	055-831-2316	35.0134863	128.0613722	2016-08-31
강구면사무소	민원실	경상북도	영덕군	관공서	SKT	Public WiFi	14-Dec	경상북도 영덕군 강구면 동해대로 4526	경상북도 영덕군 강구면 오포리 514	경상북도 영덕군 강구면사무소	054-730-6300	36.3616794	129.378611	2015-10-08
남정면사무소	민원실	경상북도	영덕군	관공서	SKT	Public WiFi	14-Dec	경상북도 영덕군 남정면 진불길 43	경상북도 영덕군 남정면 장사리 399-7	경상북도 영덕군 남정면사무소	054-730-6300	36.285671	129.3720128	2015-10-08
달산면사무소	민원실	경상북도	영덕군	관공서	SKT	Public WiFi	14-Dec	경상북도 영덕군 달산면 팔각산로 1829	경상북도 영덕군 달산면 대지리 448-1	경상북도 영덕군 달산면사무소	054-730-6300	36.3990378	129.3035668	2015-10-08
지품면사무소	민원실	경상북도	영덕군	관공서	SKT	Public WiFi	14-Dec	경상북도 영덕군 지품면 경동로 7153	경상북도 영덕군 지품면 신안리 183-9	경상북도 영덕군 지품면사무소	054-730-6300	36.448242	129.2814826	2015-10-08
축산면사무소	민원실	경상북도	영덕군	관공서	SKT	Public WiFi	14-Dec	경상북도 영덕군 축산면 도곡길 67	경상북도 영덕군 축산면 도곡리 43-3	경상북도 영덕군 축산면사무소	054-730-6300	36.5089162	129.4142897	2015-10-08
영해면 사무소	민원실	경상북도	영덕군	관공서	SKT	Public WiFi	14-Dec	경상북도 영덕군 영해면 예주3길 7	경상북도 영덕군 영해면 성내리 671-5	경상북도 영덕군 영해면사무소	054-730-6300	36.5374362	129.4070704	2015-10-08
서울특별시 강남구역삼동644-18 앞	역삼1-104	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 테헤란로25길 9	서울특별시 강남구 역삼동 644-18	서울특별시 강남구청	02-6242-9480	37.5013	127.034987	2015-09-04
서울특별시 강남구역삼동 737 앞	역삼1-107	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 테헤란로 152	서울특별시 강남구 역삼동 737	서울특별시 강남구청	02-6242-9480	37.499806	127.036624	2015-09-04
서울특별시 강남구역삼동 738-9 앞	역삼1-108	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 논현로 429	서울특별시 강남구 역삼동 738-9	서울특별시 강남구청	02-6242-9480	37.499155	127.037426	2015-09-04
서울특별시 강남구역삼동 668-17 앞	역삼1-105	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 논현로 512	서울특별시 강남구 역삼동 668-17	서울특별시 강남구청	02-6242-9480	37.50236	127.03651	2015-09-04
서울특별시 강남구역삼동 668-17 앞	역삼1-106	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 논현로 512	서울특별시 강남구 역삼동 668-17	서울특별시 강남구청	02-6242-9480	37.50236	127.03651	2015-09-04
서울특별시 강남구역삼동 669-18 앞	역삼1-211	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 논현로94길 15	서울특별시 강남구 역삼동 669-18	서울특별시 강남구청	02-6242-9480	37.5027	127.037554	2015-09-04
서울특별시 강남구역삼동700-6 앞	역삼1-113	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 언주로 510	서울특별시 강남구 역삼동 700-6	서울특별시 강남구청	02-6242-9480	37.504377	127.042348	2015-09-04
서울특별시 강남구역삼동 707-27 앞	역삼2-102	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 테헤란로 326	서울특별시 강남구 역삼동 707-27	서울특별시 강남구청	02-6242-9480	37.503537	127.047076	2015-09-04
서울특별시 강남구역삼동 705-10 앞	역삼1-119	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 테헤란로 329	서울특별시 강남구 역삼동 705-10	서울특별시 강남구청	02-6242-9480	37.504479	127.047599	2015-09-04
서울특별시 강남구역삼동696-43 앞	역삼1-112	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 선릉로 517	서울특별시 강남구 역삼동 696-43	서울특별시 강남구청	02-6242-9480	37.505703	127.048165	2015-09-04
서울특별시 강남구역삼동 716 주변	역삼2-108	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 선릉로 423	서울특별시 강남구 역삼동 716	서울특별시 강남구청	02-6242-9480	37.502445	127.049383	2015-09-04
서울특별시 강남구대치동 889-11 앞	대치4-104	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 테헤란로 408	서울특별시 강남구 대치동 889-11	서울특별시 강남구청	02-6242-9480	37.504479	127.050402	2015-09-04
서울특별시 강남구삼성동 141-28 앞	대치4-104	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 테헤란로 409	서울특별시 강남구 삼성동 141-28	서울특별시 강남구청	02-6242-9480	37.505497	127.050451	2015-09-04
서울특별시 강남구삼성동 142-46 앞	삼성2-108	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 테헤란로 421	서울특별시 강남구 삼성동 142-46	서울특별시 강남구청	02-6242-9480	37.506003	127.05254	2015-09-04
서울특별시 강남구삼성동 143-48 앞	삼성2-109	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 테헤란로 435	서울특별시 강남구 삼성동 143-48	서울특별시 강남구청	02-6242-9480	37.506625	127.054515	2015-09-04
서울특별시 강남구대치동 944-31 앞	대치2-101	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 테헤란로 518	서울특별시 강남구 대치동 944-31	서울특별시 강남구청	02-6242-9480	37.507458	127.060654	2015-09-04
서울특별시 강남구삼성동 159-9 앞	삼성1-118	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 테헤란로87길 36	서울특별시 강남구 삼성동 159-9	서울특별시 강남구청	02-6242-9480	37.51052	127.060206	2015-09-04
서울특별시 강남구삼성동 159-9 앞	삼성1-111	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 테헤란로87길 36	서울특별시 강남구 삼성동 159-9	서울특별시 강남구청	02-6242-9480	37.51052	127.060206	2015-09-04
서울특별시 강남구삼성동 159-1 앞	삼성1-108	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 영동대로 511	서울특별시 강남구 삼성동 159-1	서울특별시 강남구청	02-6242-9480	37.510399	127.061215	2015-09-04
서울특별시 강남구코엑스아트홀앞	삼성1-109	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 영동대로 511 트레이드 타워	서울특별시 강남구 삼성동 159	서울특별시 강남구청	02-6242-9480	37.511289	127.060365	2015-09-04
서울특별시 강남구삼성동 159 앞	삼성1-107	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 봉은사로 524	서울특별시 강남구 삼성동 159	서울특별시 강남구청	02-6242-9480	37.512488	127.058853	2015-09-04
서울특별시 강남구삼성동 159-1 앞	삼성1-116	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 영동대로 511	서울특별시 강남구 삼성동 159-1	서울특별시 강남구청	02-6242-9480	37.510399	127.061215	2015-09-04
서울특별시 강남구삼성동 168-3	삼성1-112	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 영동대로 506	서울특별시 강남구 삼성동 168-3	서울특별시 강남구청	02-6242-9480	37.510064	127.06317	2015-09-04
서울특별시 강남구삼성동 168-12	삼성1-113	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 테헤란로 607	서울특별시 강남구 삼성동 168-12	서울특별시 강남구청	02-6242-9480	37.509487	127.063945	2015-09-04
서울특별시 강남구역삼동 826-14	역삼1-122	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 강남대로 358	서울특별시 강남구 역삼동 826-14	서울특별시 강남구청	02-6242-9480	37.495039	127.029709	2015-09-04
서울특별시 강남구서초동 1329-8	강남우성사	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 강남대로 341	서울특별시 강남구 서초동 1329-8	서울특별시 강남구청	02-6242-9480	37.493259	127.029329	2015-09-04
서울특별시 강남구신사동 532-12	신사동 532-12	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 압구정로12길 10	서울특별시 강남구 신사동 532-12	서울특별시 강남구청	02-6242-9480	37.523252	127.022303	2015-09-04
서울특별시 강남구신사동 546-6	신사동 546-6	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 압구정로12길 35	서울특별시 강남구 신사동 546-6	서울특별시 강남구청	02-6242-9480	37.521754	127.02296	2015-09-04
서울특별시 강남구신사동 535-18	신사동 535-18	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 도산대로13길 31	서울특별시 강남구 신사동 535-18	서울특별시 강남구청	02-6242-9480	37.520004	127.022886	2015-09-04
서울특별시 강남구압구정중학교앞	압구정-207	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 압구정로 225 압구정중학교	서울특별시 강남구 압구정동 471	서울특별시 강남구청	02-6242-9480	37.530267	127.033038	2015-09-04
서울특별시 강남구신규 김경년내과 주변	압구정-110	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 압구정로 204 대언빌딩	서울특별시 강남구 신사동 614	서울특별시 강남구청	02-6242-9480	37.52735	127.0294	2015-09-04
서울특별시 강남구성수대교남단사거리주유소앞	압구정-219	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 압구정로 302	서울특별시 강남구 신사동 638	서울특별시 강남구청	02-6242-9480	37.528894	127.034102	2015-09-04
서울특별시 강남구호산병원앞	압구정-111	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 언주로 871	서울특별시 강남구 신사동 617-5	서울특별시 강남구청	02-6242-9480	37.528578	127.033377	2015-09-04
서울특별시 강남구소망교회주변	압구정-113	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 압구정로36길 55	서울특별시 강남구 신사동 624	서울특별시 강남구청	02-6242-9480	37.525104	127.031745	2015-09-04
서울특별시 강남구삼원가든앞	압구정-117	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 언주로 835	서울특별시 강남구 신사동 623-5	서울특별시 강남구청	02-6242-9480	37.524675	127.032555	2015-09-04
서울특별시 강남구도산공원앞	압구정-222	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 도산대로45길 20	서울특별시 강남구 신사동 649-9	서울특별시 강남구청	02-6242-9480	37.524675	127.03503	2015-09-04
서울특별시 강남구호림박물관옆	압구정-106	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 남부순환로152길 53	서울특별시 강남구 미성동 1707	서울특별시 강남구청	02-6242-9480	37.480982	126.918218	2015-09-04
서울특별시 강남구청	본관 3층 공보실	서울특별시	강남구	관공서	SKT	gangnam	Jul-16	서울특별시 강남구 학동로 426 (삼성동)	서울특별시 강남구  삼성동 16-1 학동로 426	서울특별시 강남구청	02-3423-5342	37.517305	127.047502	2015-09-04
서울특별시 강남구 보건소	모자보건실 입구	서울특별시	강남구	관공서	SKT	gangnam	Jul-16	서울특별시 강남구 선릉로 668 (삼성동)	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5342	37.516409	127.042277	2015-09-04
서울특별시 강남구 보건소	위생과 민원실	서울특별시	강남구	관공서	SKT	gangnam	Jul-16	서울특별시 강남구 선릉로 668 (삼성동)	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5342	37.516409	127.042277	2015-09-04
서울특별시 강남구 신사동	2층	서울특별시	강남구	관공서	SKT	gangnam	Jul-16	서울특별시 강남구 압구정로 128 (신사동)	서울특별시 강남구 신사동 548-1	서울특별시 강남구청	02-3423-5342	37.52401	127.022781	2015-09-04
서울특별시 강남구논현1동	3층	서울특별시	강남구	관공서	SKT	gangnam	Jul-16	서울특별시 강남구 학동로20길 25 (논현동)	서울특별시 강남구 논현1동 133-14	서울특별시 강남구청	02-3423-5342	37.511571	127.028461	2015-09-04
서울특별시 강남구논현2동	1층	서울특별시	강남구	관공서	SKT	gangnam	Jul-16	서울특별시 강남구 학동로43길 17 (논현동)	서울특별시 강남구 논현2동 114-24	서울특별시 강남구청	02-3423-5342	37.517342	127.037213	2015-09-04
서울특별시 강남구압구정동	1층	서울특별시	강남구	관공서	SKT	gangnam	Jul-16	서울특별시 강남구 압구정로33길 48 (압구정동)	서울특별시 강남구 압구정동 458	서울특별시 강남구청	02-3423-5342	37.530642	127.030713	2015-09-04
서울특별시 강남구청담동주민센터	1층	서울특별시	강남구	관공서	SKT	gangnam	Jul-16	서울특별시 강남구 압구정로79길 26 (청담동)	서울특별시 강남구 청담동 124-1	서울특별시 강남구청	02-3423-5342	37.525108	127.0493	2015-09-04
서울특별시 강남구삼성1동주민센터	3층	서울특별시	강남구	관공서	SKT	gangnam	Jul-16	서울특별시 강남구 봉은사로 616 (삼성동)	서울특별시 강남구 삼성1동 161-2	서울특별시 강남구청	02-3423-5342	37.514442	127.062532	2015-09-04
서울특별시 강남구삼성2동주민센터	1층	서울특별시	강남구	관공서	SKT	gangnam	Jul-16	서울특별시 강남구 봉은사로 419 (삼성동)	서울특별시 강남구 삼성2동 38-34	서울특별시 강남구청	02-3423-5342	37.5112	127.04595	2015-09-04
서울특별시 강남구대치1동주민센터	1층	서울특별시	강남구	관공서	SKT	gangnam	Jul-16	서울특별시 강남구 남부순환로391길 19 (대치동)	서울특별시 강남구 대치1동 646-2	서울특별시 강남구청	02-3423-5342	37.49314	127.056677	2015-09-04
서울특별시 강남구대치2동주민센터	2층	서울특별시	강남구	관공서	SKT	gangnam	Jul-16	서울특별시 강남구 영동대로65길 24 (대치동)	서울특별시 강남구 대치2동 980-9	서울특별시 강남구청	02-3423-5342	37.502285	127.064207	2015-09-04
서울특별시 강남구대치4동주민센터	3층	서울특별시	강남구	관공서	SKT	gangnam	Jul-16	서울특별시 강남구 도곡로77길 23 (대치동)	서울특별시 강남구 대치4동 928-22	서울특별시 강남구청	02-3423-5342	37.499866	127.057787	2015-09-04
서울특별시 강남구역삼1동주민센터	4층	서울특별시	강남구	관공서	SKT	gangnam	Jul-16	서울특별시 강남구 역삼로7길 16 (역삼동)	서울특별시 강남구 역삼1동 829-20	서울특별시 강남구청	02-3423-5342	37.495484	127.033357	2015-09-04
서울특별시 강남구도곡1동주민센터	1층	서울특별시	강남구	관공서	SKT	gangnam	Jul-16	서울특별시 강남구 도곡로18길 57 도곡정보문화도서관	서울특별시 강남구 도곡동 892-6	서울특별시 강남구청	02-3423-5342	37.488515	127.038788	2015-09-04
서울특별시 강남구도곡2동주민센터	1층	서울특별시	강남구	관공서	SKT	gangnam	Jul-16	서울특별시 강남구 남부순환로378길 34-9 도곡2동주민센터	서울특별시 강남구 도곡2동 459	서울특별시 강남구청	02-3423-5342	37.483743	127.046434	2015-09-04
서울특별시 강남구개포1동주민센터	1층	서울특별시	강남구	관공서	SKT	gangnam	Jul-16	서울특별시 강남구 개포로 310-17 개포1동주민센터	서울특별시 강남구 개포1동 660-7	서울특별시 강남구청	02-3423-5342	37.48189	127.057466	2015-09-04
서울특별시 강남구개포2동주민센터	1층	서울특별시	강남구	관공서	SKT	gangnam	Jul-16	서울특별시 강남구 개포로 511 개포2동주민센터	서울특별시 강남구 개포동 182	서울특별시 강남구청	02-3423-5342	37.489772	127.068952	2015-09-04
서울특별시 강남구개포4동주민센터	1층	서울특별시	강남구	관공서	SKT	gangnam	Jul-16	서울특별시 강남구 개포로38길 12 개포4동주민센터	서울특별시 강남구 개포동 1211-4	서울특별시 강남구청	02-3423-5342	37.478818	127.051637	2015-09-04
서울특별시 강남구일원본동주민센터	1층	서울특별시	강남구	관공서	SKT	gangnam	Jul-16	서울특별시 강남구 광평로 126 일원본동주민센터	서울특별시 강남구 일원본동 735-3	서울특별시 강남구청	02-3423-5342	37.483349	127.086463	2015-09-04
서울특별시 강남구일원1동주민센터	1층	서울특별시	강남구	관공서	SKT	gangnam	Jul-16	서울특별시 강남구 양재대로55길 14 일원1동주민센터	서울특별시 강남구 일원1동 712-3	서울특별시 강남구청	02-3423-5342	37.491839	127.087963	2015-09-04
서울특별시 강남구일원2동주민센터	1층	서울특별시	강남구	관공서	SKT	gangnam	Jul-16	서울특별시 강남구 개포로 607 일원2동주민센터	서울특별시 강남구 개포동 12-6	서울특별시 강남구청	02-3423-5342	37.492205	127.073722	2015-09-04
서울특별시 강남구수서동주민센터	1층	서울특별시	강남구	관공서	SKT	gangnam	Jul-16	서울특별시 강남구 광평로 301-4 수서동주민센터	서울특별시 강남구 수서동 718-2	서울특별시 강남구청	02-3423-5342	37.48891	127.10491	2015-09-04
서울특별시 강남구세곡동주민센터	1층	서울특별시	강남구	관공서	SKT	gangnam	Jun-16	서울특별시 강남구 밤고개로 286 세곡동주민센터	서울특별시 강남구 율현동 278-1	서울특별시 강남구청	02-3423-5342	37.469064	127.106932	2015-09-04
서울특별시 강남구청담동87	청담-234	서울특별시	강남구	기타	SKT	gangnam	May-16	서울특별시 강남구 선릉로152길 10	서울특별시 강남구 청담동 87	서울특별시 강남구청	02-6242-9480	37.524043	127.04035	2015-09-04
서울특별시 강남구청담동 101-6건너_청담초담장	청담-238	서울특별시	강남구	기타	SKT	gangnam	May-16	서울특별시 강남구 압구정로71길 10	서울특별시 강남구 청담동 101-6	서울특별시 강남구청	02-6242-9480	37.527461	127.045817	2015-09-04
서울특별시 강남구청담동118-3	청담-245	서울특별시	강남구	기타	SKT	gangnam	May-16	서울특별시 강남구 압구정로75길 6	서울특별시 강남구 청담동 118-3	서울특별시 강남구청	02-6242-9480	37.526204	127.047108	2015-09-04
서울특별시 강남구청담동141-1	청담-252	서울특별시	강남구	기타	SKT	gangnam	May-16	서울특별시 강남구 도산대로81길 69	서울특별시 강남구 청담동 141-1	서울특별시 강남구청	02-6242-9480	37.52758	127.044161	2015-09-04
서울특별시 강남구청담동125-9	청담-248	서울특별시	강남구	기타	SKT	gangnam	May-16	서울특별시 강남구 도산대로101길 7	서울특별시 강남구 청담동 125-9	서울특별시 강남구청	02-6242-9480	37.525551	127.052561	2015-09-04
서울특별시 강남구청담동125-23	청담-109	서울특별시	강남구	기타	SKT	gangnam	May-16	서울특별시 강남구 도산대로 523	서울특별시 강남구 청담동 125-23	서울특별시 강남구청	02-6242-9480	37.52495	127.050623	2015-09-04
서울특별시 강남구청담동120-3	청담-108	서울특별시	강남구	기타	SKT	gangnam	May-16	서울특별시 강남구 도산대로 507	서울특별시 강남구 청담동 120-3	서울특별시 강남구청	02-6242-9480	37.524757	127.048567	2015-09-04
서울특별시 강남구청담동 82-7_효성빌라3동앞	청담-233	서울특별시	강남구	기타	SKT	gangnam	May-16	서울특별시 강남구 압구정로62길 12	서울특별시 강남구 청담동 82-7	서울특별시 강남구청	02-6242-9480	37.526176	127.042932	2015-09-04
서울특별시 강남구청담동93-3	청담-235	서울특별시	강남구	기타	SKT	gangnam	May-16	서울특별시 강남구 도산대로61길 10	서울특별시 강남구 청담동 93-3	서울특별시 강남구청	02-6242-9480	37.524601	127.043012	2015-09-04
서울특별시 강남구청담동94-4	청담-236	서울특별시	강남구	기타	SKT	gangnam	May-16	서울특별시 강남구 도산대로67길 15	서울특별시 강남구 청담동 94-4	서울특별시 강남구청	02-6242-9480	37.525169	127.04407	2015-09-04
서울특별시 강남구청담동91-8	청담-119	서울특별시	강남구	기타	SKT	gangnam	May-16	서울특별시 강남구 도산대로 429	서울특별시 강남구 청담동 91-8	서울특별시 강남구청	02-6242-9480	37.524022	127.042795	2015-09-04
서울특별시 강남구청담동4-8	청담-110	서울특별시	강남구	기타	SKT	gangnam	May-16	서울특별시 강남구 도산대로 442	서울특별시 강남구 청담동 4-8	서울특별시 강남구청	02-6242-9480	37.523525	127.044611	2015-09-04
서울특별시 강남구신사동582-6	신사-104	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 논현로 847	서울특별시 강남구 신사동 582-6	서울특별시 강남구청	02-6242-9480	37.524685	127.028128	2015-09-04
서울특별시 강남구신사동579	신사-106	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 압구정로 156	서울특별시 강남구 신사동 579	서울특별시 강남구청	02-6242-9480	37.525985	127.026831	2015-09-04
서울특별시 강남구신사동564	신사-221	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 도산대로25길 32	서울특별시 강남구 신사동 564	서울특별시 강남구청	02-6242-9480	37.521685	127.026788	2015-09-04
서울특별시 강남구신사동598-4	압구정-115	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 논현로 838	서울특별시 강남구 신사동 598-4	서울특별시 강남구청	02-6242-9480	37.523264	127.028621	2015-09-04
서울특별시 강남구신사동584-1	신사-224	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 압구정로28길 49	서울특별시 강남구 신사동 584-1	서울특별시 강남구청	02-6242-9480	37.523296	127.027707	2015-09-04
서울특별시 강남구신사동 552-6건너_신구초정문	신사-212	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 압구정로18길 30	서울특별시 강남구 신사동 552-6	서울특별시 강남구청	02-6242-9480	37.523041	127.025292	2015-09-04
서울특별시 강남구신사동513-3	신사-101	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 도산대로 111	서울특별시 강남구 신사동 513-3	서울특별시 강남구청	02-6242-9480	37.516954	127.020725	2015-09-04
서울특별시 강남구신사동 503-2	신사-236	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 강남대로 632	서울특별시 강남구 신사동 503-2	서울특별시 강남구청	02-6242-9480	37.51827	127.019483	2015-09-04
서울특별시 강남구신사동501-2	신사-201	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 도산대로 107	서울특별시 강남구 신사동 501-2	서울특별시 강남구청	02-6242-9480	37.516769	127.02006	2015-09-04
서울특별시 강남구신사동502-5	신사-105	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 강남대로 626	서울특별시 강남구 신사동 502-5	서울특별시 강남구청	02-6242-9480	37.517722	127.019607	2015-09-04
서울특별시 강남구신사동537-10	신사-102	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 도산대로 131 I132	서울특별시 강남구 신사동 537-10	서울특별시 강남구청	02-6242-9480	37.517849	127.022847	2015-09-04
천호2동 주민센터	천호2동 주민센터	서울특별시	강동구	관공서	SKT			서울특별시 강동구 올림픽로 698		서울특별시 강동구	02-3425-5313	37.5434554	127.1254508	2016-10-19
서울특별시 강남구신사동539-10	신사-103	서울특별시	강남구	기타	SKT	gangnam	Nov-16	서울특별시 강남구 도산대로 149	서울특별시 강남구 신사동 539-10	서울특별시 강남구청	02-6242-9480	37.518684	127.024711	2015-09-04
