설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치년월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	위도	경도	데이터기준일자
노원구민회관2	중계2 507-3 11-367정류장	서울특별시	노원구	교통시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 노원구 동일로 1229	서울특별시 노원구 중계2 507-3 11-367정류장	서울특별시청	02-2133-2865	37.639235	127.066527	2016-06-15
노일초교	상계동 1022-1	서울특별시	노원구	관광	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 동일로231길 13-13	서울특별시 노원구 상계동 1022-1	서울특별시청	02-2133-2865	37.672	127.055	2016-06-15
노일초교	상계동 1022-1	서울특별시	노원구	관광	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 동일로231길 13-13	서울특별시 노원구 상계동 1022-1	서울특별시청	02-2133-2865	37.672	127.055	2016-06-15
노해근린공원	공원내 시계탑	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 노원구 노원로22길 1	서울특별시 노원구 중계동 360-18	서울특별시청	02-2133-2865	37.648767	127.070931	2016-06-15
당고개공원	인공암장앞 CCTV	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 노원구 상계로 269	서울특별시 노원구 상계동 116-1	서울특별시청	02-2133-2865	37.668765	127.076731	2016-06-15
들국화어린이공원	들국화공원 관리소	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 노원구 섬밭로 313	서울특별시 노원구 중계동 501-1	서울특별시청	02-2133-2865	37.643989	127.061596	2016-06-15
들국화어린이공원	들국화공원 화장실옆	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 노원구 섬밭로 313	서울특별시 노원구 중계동 501-1	서울특별시청	02-2133-2865	37.644225	127.061355	2016-06-15
등나무 근린공원	중계동 508 공원향	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 노원구 동일로204가길 34	서울특별시 노원구 중계동 508	서울특별시청	02-2133-2865	37.640295	127.068065	2016-06-15
등나무 근린공원	중계동 508 거리향	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 노원구 동일로204가길 34	서울특별시 노원구 중계동 508	서울특별시청	02-2133-2865	37.640295	127.068065	2016-06-15
불암산 종합스타디움	중계로 36(공릉동 141)	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 중계로 36	서울특별시 노원구 공릉동 141	서울특별시청	02-2133-2865	37.639	127.083	2016-06-15
불암산 종합스타디움	중계로 36(공릉동 141)	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 중계로 36	서울특별시 노원구 공릉동 141	서울특별시청	02-2133-2865	37.639	127.084	2016-06-15
불암산 종합스타디움	중계로 36(공릉동 141)	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 중계로 36	서울특별시 노원구 공릉동 141	서울특별시청	02-2133-2865	37.638	127.085	2016-06-15
상계근린공원1	동일로227길 10(상계8동 620)	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 수락산로 237	서울특별시 노원구 상계동 620)	서울특별시청	02-2133-2865	37.67	127.051	2016-06-15
상계근린공원1	동일로227길 10(상계8동 620)	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 수락산로 237	서울특별시 노원구 상계동 620)	서울특별시청	02-2133-2865	37.67	127.051	2016-06-15
상계근린공원1	동일로227길 10(상계8동 620)	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 동일로227길 86	서울특별시 노원구 상계동 620)	서울특별시청	02-2133-2865	37.669	127.051	2016-06-15
상계근린공원2	동일로227길 10(상계8동 620)	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 동일로227길 86	서울특별시 노원구 상계동 620)	서울특별시청	02-2133-2865	37.669	127.051	2016-06-15
상계근린공원2	동일로227길 10(상계8동 620)	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 동일로227길 86	서울특별시 노원구 상계동 620)	서울특별시청	02-2133-2865	37.668	127.051	2016-06-15
상계근린공원2	동일로227길 10(상계8동 620)	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 동일로227길 86	서울특별시 노원구 상계동 620)	서울특별시청	02-2133-2865	37.668	127.051	2016-06-15
상계중앙시장	상계동 389-599(방범37 CCTV 좌측)	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 노원구 상계로27길 26	서울특별시 노원구 상계동 389-599	서울특별시청	02-2133-2865	37.6597063	127.0699697	2016-06-15
상계중앙시장	상계동 389-599(방범37 CCTV 우측)	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 노원구 상계로27길 26	서울특별시 노원구 상계동 389-599	서울특별시청	02-2133-2865	37.6597063	127.0699697	2016-06-15
상계중앙시장	상계동 389-638(방범38 CCTV 좌측)	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 노원구 상계로27길 48	서울특별시 노원구 상계동 389-638	서울특별시청	02-2133-2865	37.6603826	127.0691204	2016-06-15
상계중앙시장	상계동 389-638(방범38 CCTV 우측)	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 노원구 상계로27길 48	서울특별시 노원구 상계동 389-638	서울특별시청	02-2133-2865	37.6603826	127.0691204	2016-06-15
상계초교	상계동 395-16	서울특별시	노원구	관광	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 노원로 482	서울특별시 노원구 상계동 395-16	서울특별시청	02-2133-2865	37.659	127.065	2016-06-15
수락산 당고개지구공원	상계동 산151-1	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 상계로31길 6	서울특별시 노원구 상계동 산151-1	서울특별시청	02-2133-2865	37.669	127.077	2016-06-15
수락산 당고개지구공원	상계동 산151-1	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 상계로31길 6	서울특별시 노원구 상계동 산151-1	서울특별시청	02-2133-2865	37.669	127.077	2016-06-15
수락산 만남의광장	상계동 산 62-7 CCTV 광장향	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 노원구 동일로242길 123	서울특별시 노원구 상계동 산 62-7	서울특별시청	02-2133-2865	37.674541	127.061612	2016-06-15
수락산 만남의광장	상계동 산 62-7 CCTV 등산로향	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 노원구 동일로242길 123	서울특별시 노원구 상계동 산 62-7	서울특별시청	02-2133-2865	37.674541	127.061612	2016-06-15
어린이교통공원	자전거 대여소	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 노원구 덕릉로 483	서울특별시 노원구 중계동 500	서울특별시청	02-2133-2865	37.645631	127.063222	2016-06-15
연지초교	월계동 320-10	서울특별시	노원구	관광	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 월계로55길 49	서울특별시 노원구 월계동 320-10	서울특별시청	02-2133-2865	37.633	127.059	2016-06-15
원터근린공원	상계동 753-2 놀이터 향	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 노원구 동일로216길 66	서울특별시 노원구 상계동 753-2	서울특별시청	02-2133-2865	37.650875	127.064618	2016-06-15
원터근린공원	상계동 753-2 운동장향	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 노원구 동일로214길 21	서울특별시 노원구 상계동 753-2	서울특별시청	02-2133-2865	37.650709	127.063813	2016-06-15
월계초교	월계로45가길 10	서울특별시	노원구	관광	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 월계로45가길 9	서울특별시 노원구 월계동 561	서울특별시청	02-2133-2865	37.628	127.05	2016-06-15
월계초교	월계로45가길 10	서울특별시	노원구	관광	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 월계로45가길 9	서울특별시 노원구 월계동 561	서울특별시청	02-2133-2865	37.628	127.05	2016-06-15
을지초교	중계동 377	서울특별시	노원구	관광	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 중계로 235	서울특별시 노원구 중계동 377	서울특별시청	02-2133-2865	37.651	127.074	2016-06-15
중계역	중계2 502-1 11-366정류장	서울특별시	노원구	교통시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 노원구 동일로207길 18	서울특별시 노원구 중계2 502-1 11-366정류장	서울특별시청	02-2133-2865	37.643989	127.064401	2016-06-15
중현초교	하계동 336-45	서울특별시	노원구	관광	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 공릉로55길 96	서울특별시 노원구 하계동 336-45	서울특별시청	02-2133-2865	37.632	127.067	2016-06-15
중현초교	하계동 336-45	서울특별시	노원구	관광	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 공릉로55길 96	서울특별시 노원구 하계동 336-45	서울특별시청	02-2133-2865	37.632	127.067	2016-06-15
한글비 근린공원	하계동 288-2 CCTV 좌측	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 노원구 노원로18길 41	서울특별시 노원구 하계동 288-2	서울특별시청	02-2133-2865	37.645026	127.074182	2016-06-15
한글비 근린공원	하계동 288-2 CCTV 우측	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 노원구 노원로18길 41	서울특별시 노원구 하계동 288-2	서울특별시청	02-2133-2865	37.645026	127.074182	2016-06-15
한내공원	월계동 1-4(자전거대여소옥상 공원 북향)	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 노원구 마들로 111	서울특별시 노원구 월계동 1-4	서울특별시청	02-2133-2865	37.623951	127.068423	2016-06-15
한내공원	월계동 1-4(자전거대여소옥상 공원 남향)	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 노원구 마들로 111	서울특별시 노원구 월계동 1-4	서울특별시청	02-2133-2865	37.623951	127.068423	2016-06-15
한아름어린이공원1	공원내 방범CCTV	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 노원구 동일로 1456	서울특별시 노원구 상계동 692	서울특별시청	02-2133-2865	37.657993	127.060403	2016-06-15
한아름어린이공원1	공원내 방범CCTV	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 노원구 동일로 1456	서울특별시 노원구 상계동 692	서울특별시청	02-2133-2865	37.657993	127.060403	2016-06-15
해바라기 어린이공원	하계동 278-5	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 공릉로59가길 28	서울특별시 노원구 하계동 278-5	서울특별시청	02-2133-2865	37.635	127.071	2016-06-15
해바라기 어린이공원	하계동 278-5	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 공릉로59가길 28	서울특별시 노원구 하계동 278-5	서울특별시청	02-2133-2865	37.635	127.071	2016-06-15
해오라기 어린이공원	공릉동 503-17	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 동일로184길 63-7	서울특별시 노원구 공릉동 503-17	서울특별시청	02-2133-2865	37.625	127.077	2016-06-15
해오라기 어린이공원	공릉동 503-17	서울특별시	노원구	편의시설	KT	Public WiFi@Seoul	Dec-14	서울특별시 노원구 동일로184길 63-7	서울특별시 노원구 공릉동 503-17	서울특별시청	02-2133-2865	37.625	127.077	2016-06-15
태릉입구	공릉동 617-2 태릉입구역 11-103정류장	서울특별시	노원구	교통시설	KT	Public WiFi@Seoul	Jan-15	서울특별시 노원구 공릉동 617-2 태릉입구역 11-103정류장	서울특별시 노원구 공릉동 617-2 태릉입구역 11-103정류장	서울특별시청	02-2133-2865	37.619705	127.075187	2016-06-15
태릉입구	공릉동 615-21 태릉입구역 11-104정류장	서울특별시	노원구	교통시설	KT	Public WiFi@Seoul	Jan-15	서울특별시 노원구 공릉동 615-21 태릉입구역 11-104정류장	서울특별시 노원구 공릉동 615-21 태릉입구역 11-104정류장	서울특별시청	02-2133-2865	37.619539	127.074808	2016-06-15
구파발역2번출구	"진관2로 15-25(진관동 산 100-25, 12-111정류장)"	서울특별시	은평구	교통시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 은평구 진관2로 15-25	서울특별시 은평구 진관동 100-25	서울특별시청	02-120	37.636737	126.918969	2016-05-23
구파발역3번출구	"진관2로 29-21(진관동 72, 12-116정류장)"	서울특별시	은평구	교통시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 은평구 진관2로 29-21	서울특별시 은평구 진관동 86-28	서울특별시청	02-120	37.635818	126.918761	2016-05-23
둔덕동	민원실	전라남도	여수시	관공서	KT		Oct-14	전라남도 여수시 좌수영로 509	전라남도 여수시 좌수영로 509	전라남도 여수시청	061-659-5531	34.77037	127.6945	2015-08-31
북한산성입구	"북한산로 348(진관동 285-9, 12-234정류장)"	서울특별시	은평구	교통시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 은평구 북한산로 348	서울특별시 은평구 진관동 289-1	서울특별시청	02-120	37.657952	126.945136	2016-05-23
불광역	"진흥로 215(불광동 613-3, 12-254정류장)"	서울특별시	은평구	교통시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 은평구 진흥로 215	서울특별시 은평구 불광동 613-3	서울특별시청	02-120	37.609574	126.932576	2016-05-23
역촌시장	"서오릉로 173(구산동 198-2, 12-150정류장)"	서울특별시	은평구	교통시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 은평구 서오릉로 173	서울특별시 은평구 구산동 194-4	서울특별시청	02-120	37.612727	126.914164	2016-05-23
연신내역	"연서로 220(대조동 198-10, 12-184정류장)"	서울특별시	은평구	교통시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 은평구 연서로 220	서울특별시 은평구 대조동 198-5	서울특별시청	02-120	37.618137	126.920184	2016-05-23
"연신내역,로데오거리"	"연서로 220(대조동 198-10, 12-184정류장)"	서울특별시	은평구	교통시설	KT	Public WiFi@Seoul	Jan-15	"서울특별시 은평구 연신내역,로데오거리 12-184정류장"	서울특별시 은평구 대조동 198-10	서울특별시청	02-120	37.617867	126.919983	2016-05-23
예일여고	"서오릉로 135(역촌동 1-3, 12-151정류장)"	서울특별시	은평구	교통시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 은평구 서오릉로 135	서울특별시 은평구 역촌동 1-33	서울특별시청	02-120	37.610788	126.917802	2016-05-23
은평구민체육센터앞1	"진관1로 21-10(진관동 102, 12-448정류장)"	서울특별시	은평구	교통시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 은평구 진관1로 21-10	서울특별시 은평구 진관동 164-15	서울특별시청	02-120	37.631714	126.923216	2016-05-23
시전동	민원실	전라남도	여수시	관공서	KT		Oct-14	전라남도 여수시 시전6길 16	전라남도 여수시 시전6길 16	전라남도 여수시청	061-659-5531	34.76142	127.6738	2015-08-31
은평구민체육센터앞2	"진관1로 21-10(진관동 102, 12-447정류장)"	서울특별시	은평구	교통시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 은평구 진관1로 21-10	서울특별시 은평구 진관동 163-13	서울특별시청	02-120	37.631417	126.922531	2016-05-23
은평노인복지관 신도중학교앞	"진관1로 77-30(진관동 115, 12-195정류장)"	서울특별시	은평구	교통시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 은평구 신도중학교 입구	서울특별시 은평구 진관동 149-7	서울특별시청	02-120	37.632452	126.931634	2016-05-23
폭포동은평노인종합복지관	"진관1로 77-8(진관동 113, 12-197정류장)"	서울특별시	은평구	교통시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 은평구 진관1로 77-8	서울특별시 은평구 진관동 154-24　	서울특별시청	02-120	37.631695	126.931079	2016-05-23
푸르지오 521동	"연서로48길 11(진관동 155, 12-350정류장)"	서울특별시	은평구	교통시설	KT	Public WiFi@Seoul	Dec-13	서울특별시 은평구 연서로48길 11	서울특별시 은평구 진관동 138-12	서울특별시청	02-120	37.638443	126.935661	2016-05-23
상주 행복재활원	1층거실	경상북도	상주시	서민·복지시설	KT		Dec-16	경상북도 상주시 개운1길 16-7	경상북도 상주시 개운동 29-4	경상북도 상주시청	054-537-7082	36.4019912	128.1503589	2016-09-01
상주 행복재활원	2층거실	경상북도	상주시	서민·복지시설	KT		Dec-16	경상북도 상주시 개운1길 16-7	경상북도 상주시 개운동 29-4	경상북도 상주시청	054-537-7082	36.4019912	128.1503589	2016-09-01
선산출장소	1층민원실	경상북도	구미시	관공서	KT	Public Wifi Free	Dec-16	경상북도 구미시 선산읍 선산중앙대로 83-2	경상북도 구미시 선산읍 동부리 542-3번지	구미시	054-480-6300	36.243691	128.299879	2016-09-30
구미보건소	층복도	경상북도	구미시	관공서	KT	Public Wifi Free	Dec-16	경상북도 구미시 선산대로 111	경상북도 구미시 지산동 853-12번지	구미시	054-480-6300	36.139927	128.345934	2016-09-30
인동보건지소	층복도	경상북도	구미시	관공서	KT	Public Wifi Free	Dec-16	경상북도 구미시 이계북로 149	경상북도 구미시 진평동 985-35번지	구미시	054-480-6300	36.106043	128.4189	2016-09-30
선산보건소	층복도	경상북도	구미시	관공서	KT	Public Wifi Free	Dec-16	경상북도 구미시 선산읍 선주로 121	경상북도 구미시 선산읍 동부리 544-1번지	구미시	054-480-6300	36.244302	128.299685	2016-09-30
무을보건지소	1층민원실	경상북도	구미시	관공서	KT	Public Wifi Free	Dec-16	경상북도 구미시 무을면 문화마을길 32	경상북도 구미시 무을면 송삼리 808-2번지	구미시	054-480-6300	36.260937	128.198889	2016-09-30
도개보건지소	1층민원실	경상북도	구미시	관공서	KT	Public Wifi Free	Dec-16	경상북도 구미시 도개면 궁기4길 15	경상북도 구미시 도개면 궁기리 876-1번지	구미시	054-480-6300	36.299407	128.331808	2016-09-30
산동보건지소	1층민원실	경상북도	구미시	관공서	KT	Public Wifi Free	Dec-16	경상북도 구미시 산동면 강동로 999-6	경상북도 구미시 산동면 적림리 105-3번지	구미시	054-480-6300	35.491794	127.476589	2016-09-30
노인종합복지관	층복도	경상북도	구미시	서민·복지시설	KT	Public Wifi Free	Dec-16	경상북도 구미시 산책길 51	경상북도 구미시 원평동 460-1번지	구미시	054-480-6300	36.1234716	128.3305182	2016-09-30
상당구청	민원실	충청북도	청주시	시/도/군/구청	KT	Public WiFi@Cheongju	Jan-16	충청북도 청주시 상당구 상당로 69번길 38	충청북도 청주시 상당구 북문로1가 171-3	충청북도 청주시청	043-201-1344	36.634643	127.488431	2015-09-25
오송읍사무소	민원실	충청북도	청주시	관공서	KT	Public WiFi@Cheongju	Jan-16	충청북도 청주시 흥덕구 오송읍 가로수로 174	충청북도 청주시 흥덕구 오송읍 오송ㄹ 274-1	충청북도 청주시청	043-201-1344	36.609148	127.324535	2015-09-25
낭성면사무소	민원실	충청북도	청주시	관공서	KT	Public WiFi@Cheongju	Jan-16	충청북도 청주시 상당구 낭성면 낭성시내길 21	충청북도 청주시 상당구 낭성면 이목리 120-3	충청북도 청주시청	043-201-1344	36.622539	127.603867	2015-09-25
미원면사무소	민원실	충청북도	청주시	관공서	KT	Public WiFi@Cheongju	Jan-16	충청북도 청주시 상당구 미원면 단재로 2472	충청북도 청주시 상당구 미원면 미원리 303	충청북도 청주시청	043-201-1344	36.636122	127.658419	2015-09-25
남일면사무소	민원실	충청북도	청주시	관공서	KT	Public WiFi@Cheongju	Jan-16	충청북도 청주시 상당구 남일면 단재로 501	충청북도 청주시 상당구 남일면 효촌리 33	충청북도 청주시청	043-201-1344	36.586875	127.509452	2015-09-25
상주 행복재활원	강의실	경상북도	상주시	서민·복지시설	KT		Dec-16	경상북도 상주시 개운1길 16-7	경상북도 상주시 개운동 29-4	경상북도 상주시청	054-537-7082	36.4019912	128.1503589	2016-09-01
상주보육원	2층거실	경상북도	상주시	서민·복지시설	KT		Dec-16	경상북도 상주시 낙동면 영남제일로 1038-9	경상북도 상주시 낙동면 성동리 35	경상북도 상주시청	054-537-7082	36.4117055	128.2234121	2016-09-01
상주보육원	체육관	경상북도	상주시	서민·복지시설	KT		Dec-16	경상북도 상주시 낙동면 영남제일로 1038-9	경상북도 상주시 낙동면 성동리 35	경상북도 상주시청	054-537-7082	36.4117055	128.2234121	2016-09-01
상주 수화통역센터	2층 사무실	경상북도	상주시	서민·복지시설	KT		Dec-16	경상북도 상주시 상서문로 52 (남성동)	경상북도 상주시 남성동 31-6	경상북도 상주시청	054-537-7082	36.4145302	128.1562221	2016-09-01
천봉산요양원	상담실	경상북도	상주시	서민·복지시설	KT		Dec-16	경상북도 상주시 만산8길 70	경상북도 상주시 만산동 17	경상북도 상주시청	054-537-7082	36.444256	128.1496424	2016-09-01
천봉산요양원	2층복도	경상북도	상주시	서민·복지시설	KT		Dec-16	경상북도 상주시 만산8길 70	경상북도 상주시 만산동 17	경상북도 상주시청	054-537-7082	36.444256	128.1496424	2016-09-01
상주 장애인종합복지관	1층 화장실 앞(복도)	경상북도	상주시	서민·복지시설	KT		Dec-16	경상북도 상주시 만산8길 11	경상북도 상주시 만산동 60-2	경상북도 상주시청	054-537-7082	36.4421594	128.1548847	2016-09-01
상주 장애인종합복지관	2층 화장실 앞(복도)	경상북도	상주시	서민·복지시설	KT		Dec-16	경상북도 상주시 만산8길 11	경상북도 상주시 만산동 60-2	경상북도 상주시청	054-537-7082	36.4421594	128.1548847	2016-09-01
상주 장애인종합복지관	3층 화장실 앞(복도)	경상북도	상주시	서민·복지시설	KT		Dec-16	경상북도 상주시 만산8길 11	경상북도 상주시 만산동 60-2	경상북도 상주시청	054-537-7082	36.4421594	128.1548847	2016-09-01
온누리 노인복지센터	1층 교육장	경상북도	상주시	서민·복지시설	KT		Dec-16	경상북도 상주시 경상대로 3075	경상북도 상주시 무양동 1-162	경상북도 상주시청	054-537-7082	36.4213756	128.1502187	2016-09-01
상주 시니어클럽	2층 사무실	경상북도	상주시	서민·복지시설	KT		Dec-16	경상북도 상주시 삼백로 156	경상북도 상주시 서성동 60-11	경상북도 상주시청	054-537-7082	36.4184857	128.1605911	2016-09-01
상주시 중증장애인자립지원센터	1층복도	경상북도	상주시	서민·복지시설	KT		Dec-16	경상북도 상주시 왕산로 42-19	경상북도 상주시 신봉동 164-2	경상북도 상주시청	054-537-7082	36.4071106	128.1622544	2016-09-01
상주시 중증장애인자립지원센터	주간이용실안 복도	경상북도	상주시	서민·복지시설	KT		Dec-16	경상북도 상주시 왕산로 42-19	경상북도 상주시 신봉동 164-2	경상북도 상주시청	054-537-7082	36.4071106	128.1622544	2016-09-01
낙동 보건지소	접수실	경상북도	상주시	관공서	KT		Dec-16	경상북도 상주시 낙동면 상촌4길 80-3	경상북도 상주시 상촌리 586-1	경상북도 상주시청	054-537-7082	36.3748549	128.2491366	2016-09-01
낙동 보건지소	물리치료실	경상북도	상주시	관공서	KT		Dec-16	경상북도 상주시 낙동면 상촌4길 80-3	경상북도 상주시 상촌리 586-1	경상북도 상주시청	054-537-7082	36.3748549	128.2491366	2016-09-01
모동 보건지소	접수실	경상북도	상주시	관공서	KT		Dec-16	경상북도 상주시 모동면 중화로 587	경상북도 상주시 모동면 금천리 5-1	경상북도 상주시청	054-537-7082	36.3170406	127.9610001	2016-09-01
모동 보건지소	한방진료실	경상북도	상주시	관공서	KT		Dec-16	경상북도 상주시 모동면 중화로 587	경상북도 상주시 모동면 금천리 5-1	경상북도 상주시청	054-537-7082	36.3170406	127.9610001	2016-09-01
상주시청	민원실	경상북도	상주시	관공서	KT		Dec-16	경상북도 상주시 상산로 223	경상북도 상주시 남성동 140-3	경상북도 상주시청	054-537-7082	36.4108279	128.1590518	2016-09-01
상주시청	로비	경상북도	상주시	관공서	KT		Dec-16	경상북도 상주시 상산로 223	경상북도 상주시 남성동 140-3	경상북도 상주시청	054-537-7082	36.4108279	128.1590518	2016-09-01
신흥동 주민센터	1층 민원실	경상북도	상주시	관공서	KT		Dec-16	경상북도 상주시 상산로 141	경상북도 상주시 신봉동 174-6	경상북도 상주시청	054-537-7082	36.403666	128.1599585	2016-09-01
신흥동 주민센터	2층 민원실	경상북도	상주시	관공서	KT		Dec-16	경상북도 상주시 상산로 141	경상북도 상주시 신봉동 174-6	경상북도 상주시청	054-537-7082	36.403666	128.1599585	2016-09-01
세대공감창의놀이터	세대공감창의놀이터	울산광역시	북구	종합복지시설	KT	public wifi free	Oct-15	울산광역시 북구 중보길 42-25	울산광역시 북구 중산동 829	울산광역시 북구청	052-241-7253	35.6579107	129.335975	2016-09-09
오창읍사무소	민원실	충청북도	청주시	관공서	KT	Public WiFi@Cheongju	Jan-16	충청북도 청주시 청원구 오창읍 두릉유리로 1137-1	충청북도 청주시 청원구 오창읍 양청리 813-4	충청북도 청주시청	043-201-1344	36.712287	127.433177	2015-09-25
내수읍사무소	민원실	충청북도	청주시	관공서	KT	Public WiFi@Cheongju	Jan-16	충청북도 청주시 청원구 내수읍 마산3길 49	충청북도 청주시 청원구 마산리 149-2	충청북도 청주시청	043-201-1344	36.723923	127.535428	2015-09-25
문의면사무소	민원실	충청북도	청주시	관공서	KT	Public WiFi@Cheongju	Jan-16	충청북도 청주시 상당구 문의면 문의시내 1길 8-15	충청북도 청주시 상당구 문의면 미천리 228-54	충청북도 청주시청	043-201-1344	36.517729	127.496192	2015-09-25
가덕면사무소	민원실	충청북도	청주시	관공서	KT	Public WiFi@Cheongju	Jan-16	충청북도 청주시 상당구 가덕면 보청대로 4646	충청북도 청주시 상당구 가덕면 인차리 319	충청북도 청주시청	043-201-1344	36.553546	127.548753	2015-09-25
현도면사무소	민원실	충청북도	청주시	관공서	KT	Public WiFi@Cheongju	Jan-16	충청북도 청주시 서원구 선동1길 9	충청북도 청주시 서원구 선동리 499-3	충청북도 청주시청	043-201-1344	36.486509	127.424177	2015-09-25
북이면사무소	민원실	충청북도	청주시	관공서	KT	Public WiFi@Cheongju	Jan-16	충청북도 청주시 청원구 북이면 신대석성로 10	충청북도 청주시 청원구 북이면 신대리 4-8	충청북도 청주시청	043-201-1344	36.739479	127.542233	2015-09-25
옥산면사무소	민원실	충청북도	청주시	관공서	KT	Public WiFi@Cheongju	Jan-16	충청북도 청주시 흥덕구 옥산면 옥산시내1길 39	충청북도 청주시 흥덕구 옥산면 오산리 540-1	충청북도 청주시청	043-201-1344	36.664593	127.375628	2015-09-25
남이면사무소	민원실	충청북도	청주시	관공서	KT	Public WiFi@Cheongju	Jan-16	충청북도 청주시 서원구 남이면 척산길 7	충청북도 청주시 서원구 남이면 척산리 608-1	충청북도 청주시청	043-201-1344	36.560358	127.43374	2015-09-25
강내면사무소	민원실	충청북도	청주시	관공서	KT	Public WiFi@Cheongju	Jan-16	충청북도 청주시 흥덕구 강내면 태성탑연로 433	충청북도 청주시 흥덕구 강내면 탑연리 304-1	충청북도 청주시청	043-201-1344	36.621159	127.357518	2015-09-25
청원구보건소	민원실	충청북도	청주시	관공서	KT	Public WiFi@Cheongju	Jan-16	충청북도 청주시 청원구 오창읍 과학산업3로 238	충청북도 청주시 청원구 오창읍 각리 639-1	충청북도 청주시청	043-201-1344	36.710152	127.431004	2015-09-25
비산7동	민원실	대구광역시	서구	관공서	KT	public Wifi		대구광역시 서구 염색공단로5길4	대구광역시 서구 비산동1890-2	대구광역시 서구청	053-663-2473	35.8879971	128.5535469	2016-09-10
